"","Gemeindeschlüssel","plz","ort","leistung","inbetriebnahme","anlagenschluessel","menge_kwh","flh","menge_mwh"
"215",733307003,67821,"Alsenz",3075,2014-07-28,"E3025401WEA00UWALSENZ370000000002",6255305,2034.24552845528,6255
"216",733307003,67821,"Alsenz",3075,2014-08-12,"E3025401WEA00UWALSENZ370000000003",6255305,2034.24552845528,6255
"217",733307003,67821,"Alsenz",3075,2014-08-19,"E3025401WEA00UWALSENZ370000000004",6255305,2034.24552845528,6255
"218",733307003,67821,"Alsenz",3075,2014-08-25,"E3025401WEA00UWALSENZ370000000005",6255305,2034.24552845528,6255
"219",733307003,67821,"Alsenz",3075,2014-08-13,"E3025401WEA00UWALSENZ370000000006",6255305,2034.24552845528,6255
"220",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000007",6255305,2034.24552845528,6255
"221",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000008",6255305,2034.24552845528,6255
"222",733307003,67821,"Alsenz",3075,2014-09-17,"E3025401WEA00UWALSENZ370000000009",6255305,2034.24552845528,6255
"223",733307003,67821,"Alsenz",3075,2014-09-04,"E3025401WEA00UWALSENZ370000000010",6255305,2034.24552845528,6255
"224",733307003,67821,"Alsenz",3075,2014-09-19,"E3025401WEA00UWALSENZ370000000011",6255306,2034.24585365854,6255
"225",733303026,67307,"Göllheim",3075,2014-07-18,"E3025401WEA0ENERGIEPARKGOLLHEIM01",6445337,2096.04455284553,6445
"226",713301032,55546,"Fürfeld",3050,2014-12-03,"E3025401WEA0FUERFELD000WEA0501617",5340639,1751.02918032787,5341
"227",713301032,55546,"Fürfeld",3050,2014-12-10,"E3025401WEA0FUERFELD000WEA0601530",5340639,1751.02918032787,5341
"228",713301032,55546,"Fürfeld",3050,2014-11-17,"E3025401WEA0FUERFELD000WEA0700155",5340641,1751.02983606557,5341
"229",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA1003501534",7513197,2276.72636363636,7513
"230",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA2003501550",7513190,2276.72424242424,7513
"231",733303006,67308,"Biedesheim",2530,2015-02-06,"E3025401WEA100BUBENHEIM0003530582",6622560,2617.61264822134,6623
"232",733306009,67725,"Börrstadt",3050,2014-12-30,"E3025401WEA1SIPPERSFELD0337001329",6044103,1981.6731147541,6044
"233",733306071,67729,"Sippersfeld",3050,2014-12-17,"E3025401WEA2SIPPERSFELD0337001494",6044102,1981.67278688525,6044
"234",733303006,67308,"Biedesheim",2530,2015-02-20,"E3025401WEA300BUBENHEIM0003530502",6622555,2617.61067193676,6623
"235",733306071,67729,"Sippersfeld",3050,2014-12-23,"E3025401WEA3SIPPERSFELD0337001495",6044102,1981.67278688525,6044
"236",731200000,67657,"Kaiserslautern",3075,2014-11-05,"E30613019020000000000000589300001",6137840,1996.04552845528,6138
