"","gem","plz","ort","leistung","inbetriebnahme","anlagenschluessel","menge_kwh","flh","menge_mwh"
"29",733510033,67737,"Olsbrücken",1800,2004-07-27,"E30254010000000000005230789401733",1985381,1102.98944444444,1985
"30",733510029,67700,"Niederkirchen",2000,2005-03-24,"E30254010000000000005230789401734",2485845,1242.9225,2486
"31",733510029,67700,"Niederkirchen",2000,2005-03-24,"E30254010000000000005230789401735",2485845,1242.9225,2486
"32",733510029,67700,"Niederkirchen",2000,2004-11-30,"E30254010000000000005230789401736",2485845,1242.9225,2486
"33",733510029,67700,"Niederkirchen",2000,2004-12-02,"E30254010000000000005230789401737",2485845,1242.9225,2486
"34",733510029,67700,"Niederkirchen",2000,2006-03-22,"E30254010000000000005230789401738",2805802,1402.901,2806
"35",733510029,67700,"Niederkirchen",2000,2006-05-08,"E30254010000000000005230789401739",2805802,1402.901,2806
"36",733510029,67700,"Niederkirchen",2000,2006-03-30,"E30254010000000000005230789401740",2805802,1402.901,2806
"37",733510029,67700,"Niederkirchen",2000,2006-05-18,"E30254010000000000005230789401741",2805802,1402.901,2806
"38",733510029,67700,"Niederkirchen",2000,2006-05-24,"E30254010000000000005230789401742",2805802,1402.901,2806
"39",733510029,67700,"Niederkirchen",2000,2006-04-07,"E30254010000000000005230789401743",2805818,1402.909,2806
"40",733608036,67753,"Hefersweiler",2300,2009-01-08,"E30254010000000000005230789408782",2319397,1008.43347826087,2319
"41",733608036,67753,"Hefersweiler",2300,2009-01-13,"E30254010000000000005230789408817",2319397,1008.43347826087,2319
"42",733608085,67753,"Reipoltskirchen",2300,2009-01-14,"E30254010000000000005230789408818",2319384,1008.42782608696,2319
"43",733608086,67753,"Relsberg",2300,2009-01-12,"E30254010000000000005230789408838",2319397,1008.43347826087,2319
"44",733406025,76761,"Rülzheim",1500,2005-10-01,"E30254010000000000005230789801746",1942170,1294.78,1942
"45",733406025,76761,"Rülzheim",1500,2005-10-10,"E30254010000000000005230789801747",1942170,1294.78,1942
"46",733704039,76863,"Herxheimweyher",1500,2005-12-31,"E30254010000000000005230789801748",1942170,1294.78,1942
"47",733704039,76863,"Herxheimweyher",1500,2005-12-31,"E30254010000000000005230789801749",1942170,1294.78,1942
"48",733704039,76863,"Herxheimweyher",1500,2005-12-31,"E30254010000000000005230789801750",1942168,1294.77866666667,1942
"49",733406025,76761,"Rülzheim",1500,2005-10-01,"E30254010000000000005230789807055",1942170,1294.78,1942
"50",733200025,67454,"Haßloch",1500,2005-12-23,"E30254010000000000005230790301752",2038790,1359.19333333333,2039
"51",733200025,67454,"Haßloch",1500,2005-12-16,"E30254010000000000005230790306701",2038794,1359.196,2039
"52",734006022,66989,"Höheinöd",2300,2006-02-02,"E30254010000000000005230790601754",2900861,1261.24391304348,2901
"53",734006022,66989,"Höheinöd",2000,2006-08-17,"E30254010000000000005230790601755",2522487,1261.2435,2522
"54",734006022,66989,"Höheinöd",2300,2006-01-24,"E30254010000000000005230790606676",2900857,1261.24217391304,2901
"55",733404020,76872,"Minfeld",1500,2004-09-22,"E30254010000000000005230791001762",2592835,1728.55666666667,2593
"56",733404020,76872,"Minfeld",1500,2004-09-14,"E30254010000000000005230791001763",2592835,1728.55666666667,2593
"57",733404020,76872,"Minfeld",1500,2004-09-15,"E30254010000000000005230791001764",2592835,1728.55666666667,2593
"58",733404020,76872,"Minfeld",1500,2004-09-22,"E30254010000000000005230791006703",2592835,1728.55666666667,2593
"59",733404020,76872,"Minfeld",2000,2009-02-12,"E30254010000000000005230791008781",3738548,1869.274,3739
"60",734009216,66894,"Krähenberg",1250,2003-03-28,"E30254010000000000005230797401809",1379985,1103.988,1380
"61",734009216,66894,"Krähenberg",1250,2003-03-25,"E30254010000000000005230797401810",1379985,1103.988,1380
"62",734009216,66894,"Krähenberg",1250,2003-03-19,"E30254010000000000005230797401811",1379985,1103.988,1380
"63",734009216,66894,"Krähenberg",1250,2003-03-31,"E30254010000000000005230797401812",1379985,1103.988,1380
"64",734009216,66894,"Krähenberg",1250,2003-03-31,"E30254010000000000005230797405750",1379984,1103.9872,1380
"65",733405028,67365,"Schwegenheim",1500,2006-01-17,"E30254010000000000005230797501801",2282445,1521.63,2282
"66",733405028,67365,"Schwegenheim",1500,2006-01-31,"E30254010000000000005230797501802",2282448,1521.632,2282
"67",733405028,67365,"Schwegenheim",1500,2005-12-23,"E30254010000000000005230797501803",2282445,1521.63,2282
"68",733610052,66871,"Konken",850,2002-02-01,"E30254010000000000005230797601805",1038719,1222.02235294118,1039
"69",733610052,66871,"Konken",850,2002-02-01,"E30254010000000000005230797601806",1038719,1222.02235294118,1039
"70",733610052,66871,"Konken",850,2002-02-01,"E30254010000000000005230797601807",1038719,1222.02235294118,1039
"71",733610052,66871,"Konken",850,2002-02-01,"E30254010000000000005230797606681",1038710,1222.01176470588,1039
"72",733307008,67806,"Bisterschied",1500,2000-04-10,"E30254010000000000005230822702034",2123627,1415.75133333333,2124
"73",733307008,67806,"Bisterschied",500,1999-11-04,"E30254010000000000005230822707035",797915,1595.83,798
"74",733303012,67308,"Bubenheim",1500,2002-11-12,"E30254010000000000005230823206696",1043061,695.374,1043
"75",733501203,66894,"Martinshöhe",1000,2000-12-28,"E30254010000000000005230823306682",1195115,1195.115,1195
"76",733608074,67748,"Odenbach",600,2004-12-28,"E30254010000000000005230823402040",723144,1205.24,723
"77",733608074,67748,"Odenbach",600,2004-12-28,"E30254010000000000005230823407054",723138,1205.23,723
"78",733610103,66887,"Welchweiler",1750,2003-12-22,"E30254010000000000005230826706683",1288575,736.328571428571,1289
"79",733307008,67806,"Bisterschied",1800,2004-02-27,"E30254010000000000005230827307061",2932604,1629.22444444444,2933
"80",733304031,67294,"Ilbesheim",500,1998-02-05,"E30254010000000000005230837706693",711736,1423.472,712
"81",733304040,67819,"Kriegsfeld",1800,2000-12-21,"E30254010000000000005230838106691",3183827,1768.79277777778,3184
"82",733608069,67759,"Nußbach",600,2002-05-07,"E30254010000000000005230876501820",976487,1627.47833333333,976
"83",733608069,67759,"Nußbach",1600,2003-12-12,"E30254010000000000005230888706707",3199941,1999.963125,3200
"84",733807023,67354,"Römerberg",2000,2006-04-13,"E30254010000000000005230940402446",3454362,1727.181,3454
"85",733807023,67354,"Römerberg",2000,2008-10-01,"E30254010000000000005230940406757",3275773,1637.8865,3276
"86",733509501,66879,"Reichenbach-Steegen",2000,2003-02-14,"E30254010000000000005231606303528",2843976,1421.988,2844
"87",733509501,66879,"Reichenbach-Steegen",2000,2003-01-19,"E30254010000000000005231606303529",2843976,1421.988,2844
"88",733509501,66879,"Reichenbach-Steegen",2000,2003-01-16,"E30254010000000000005231606303530",2843976,1421.988,2844
"89",733509501,66879,"Reichenbach-Steegen",2000,2002-12-28,"E30254010000000000005231606303531",2843976,1421.988,2844
"90",733509501,66879,"Reichenbach-Steegen",2000,2002-12-29,"E30254010000000000005231606303532",2843976,1421.988,2844
"91",733608087,67753,"Rothselberg",2000,2004-12-08,"E30254010000000000005231606303533",2377073,1188.5365,2377
"92",733608087,67753,"Rothselberg",2000,2004-12-02,"E30254010000000000005231606303534",2377075,1188.5375,2377
"93",733302038,67304,"Kerzenheim",1650,2000-10-19,"E30254010000000000005231607403543",1702166,1031.61575757576,1702
"94",733302038,67304,"Kerzenheim",1500,2003-08-20,"E30254010000000000005231615906699",1877914,1251.94266666667,1878
"95",733609047,66909,"Hüffler",2000,2007-02-28,"E30254010000000000005231640303562",3759042,1879.521,3759
"96",733609047,66909,"Hüffler",2000,2007-02-21,"E30254010000000000005231640307069",3759034,1879.517,3759
"97",734006016,66919,"Hermersberg",800,2007-08-09,"E30254010000000000005231819004016",1184098,1480.1225,1184
"98",734006016,66919,"Hermersberg",800,2007-08-07,"E30254010000000000005231819006705",1184098,1480.1225,1184
"99",734006016,66919,"Hermersberg",2000,2008-07-10,"E30254010000000000005231819007703",4058120,2029.06,4058
"100",734006016,66919,"Hermersberg",2000,2008-07-29,"E30254010000000000005231819007704",4058120,2029.06,4058
"101",733610103,66887,"Welchweiler",2000,2007-08-03,"E30254010000000000005231821504019",1948346,974.173,1948
"102",734006054,67714,"Waldfischbach-Burgalben",2000,2007-12-28,"E30254010000000000005232123306711",3168337,1584.1685,3168
"103",734006022,66989,"Höheinöd",2000,2007-12-27,"E30254010000000000005232123306712",3168337,1584.1685,3168
"104",734006054,67714,"Waldfischbach-Burgalben",2000,2008-01-30,"E30254010000000000005232123306713",3168339,1584.1695,3168
"105",733707061,76877,"Offenbach",2000,2008-03-04,"E30254010000000000005232263805059",3614950,1807.475,3615
"106",733707061,76877,"Offenbach",2000,2008-03-17,"E30254010000000000005232263805060",3614950,1807.475,3615
"107",733707061,76877,"Offenbach",2000,2008-03-08,"E30254010000000000005232263805061",3614954,1807.477,3615
"108",733807023,67354,"Römerberg",2000,2008-10-07,"E30254010000000000005232790909814",3275765,1637.8825,3276
"109",734008221,66484,"Riedelberg",2300,2009-02-27,"E30254010000000000005232855709017",2684706,1167.26347826087,2685
"110",734008221,66484,"Riedelberg",2300,2009-03-04,"E30254010000000000005232855709018",2684706,1167.26347826087,2685
"111",734008221,66484,"Riedelberg",2000,2009-03-03,"E30254010000000000005232855709019",3352994,1676.497,3353
"112",734008221,66484,"Riedelberg",2000,2009-02-27,"E30254010000000000005232855709020",3352994,1676.497,3353
"113",733610003,66885,"Erdesbach-Patersbach",2000,2009-10-26,"E30254010000000000005233312514223",3043369,1521.6845,3043
"114",733610022,66887,"Erdesbach-Patersbach",2000,2009-11-03,"E30254010000000000005233312514224",3043369,1521.6845,3043
"115",733610022,66887,"Erdesbach-Patersbach",2000,2009-11-03,"E30254010000000000005233312514225",3043368,1521.684,3043
"116",733610003,66885,"Erdesbach-Patersbach",2000,2009-10-12,"E30254010000000000005233312514226",3043369,1521.6845,3043
"117",734008226,66484,"Walshausen",2000,2009-11-28,"E30254010000000000005233432816109",3406389,1703.1945,3406
"118",734008226,66484,"Walshausen",2000,2009-12-01,"E30254010000000000005233432816110",3406385,1703.1925,3406
"119",733307025,67813,"Gerbach",7580,2010-11-19,"E30254010000000000005234010625532",14061576,1855.08918205805,14062
"120",733307025,67813,"Gerbach",3050,2011-10-28,"E30254010000000000005234010639491",7819435,2563.74918032787,7819
"121",733801006,67125,"Dannstadt-Schauernheim",2500,2011-02-04,"E30254010000000000005234201028183",2714452,1085.7808,2714
"122",733800005,67459,"Böhl-Iggelheim",2500,2011-02-02,"E30254010000000000005234201028184",2714452,1085.7808,2714
"123",733207010,67246,"Dirmstein",2000,2010-12-30,"E30254010000000000005234239828155",3129579,1564.7895,3130
"124",733207010,67246,"Dirmstein",2000,2010-12-30,"E30254010000000000005234239828156",3129579,1564.7895,3130
"125",733609101,66909,"Wahnwegen",2000,2011-03-31,"E30254010000000000005234430229628",3396587,1698.2935,3397
"126",733609101,66909,"Wahnwegen",2000,2011-03-10,"E30254010000000000005234430229629",3396593,1698.2965,3397
"127",733610103,66887,"Welchweiler",800,2007-07-13,"E30254010000000000005234767337518",897045,1121.30625,897
"128",733307055,67821,"Oberndorf",2530,2014-09-05,"E30254010WEA1OBERNDORF0FLUR322006",5784569,2286.39090909091,5785
"129",733303026,67307,"Göllheim",2530,2014-09-23,"E30254010WEA2GOLLWALD00FLUR474306",5886305,2326.60276679842,5886
"130",733303026,67307,"Göllheim",2530,2014-09-04,"E30254010WEA2GOLLWALD00FLUR475902",5886305,2326.60276679842,5886
"131",733303026,67307,"Göllheim",2530,2014-09-11,"E30254010WEA2GOLLWALD00FLUR475903",5886305,2326.60276679842,5886
"132",733303026,67307,"Göllheim",2530,2014-09-13,"E30254010WEA2GOLLWALD00FLUR476304",5886305,2326.60276679842,5886
"133",733303026,67307,"Göllheim",2530,2014-09-23,"E30254010WEA2GOLLWALD00FLUR476305",5886305,2326.60276679842,5886
"134",733307055,67821,"Oberndorf",2530,2014-09-01,"E30254010WEA2OBERNDORF0FLUR306006",5784574,2286.39288537549,5785
"135",733806013,67259,"Heuchelheim",2000,2004-12-30,"E30254011000000000005231616306700",2105548,1052.774,2106
"136",733806013,67259,"Heuchelheim",2000,2005-05-13,"E30254012000000000005231616306700",2181818,1090.909,2182
"137",733806013,67259,"Heuchelheim",2000,2005-05-03,"E30254013000000000005231616306700",2105548,1052.774,2106
"138",733806013,67259,"Heuchelheim",2000,2005-04-15,"E30254014000000000005231616306700",2105548,1052.774,2106
"139",733806013,67259,"Heuchelheim",800,2005-02-03,"E30254015000000000005231616306700",843054,1053.8175,843
"140",733502004,67677,"Enkenbach-Alsenborn",3000,2013-05-31,"E3025401PVA0000000000009000011337",5300533,1766.84433333333,5301
"141",733101022,55234,"Esselborn",3075,2013-10-16,"E3025401WEA0000000000ESSELBORN001",7448848,2422.38959349594,7449
"142",733101022,55234,"Esselborn",3075,2013-10-17,"E3025401WEA0000000000ESSELBORN002",7448842,2422.38764227642,7449
"143",733307053,67822,"Oberhausen",3075,2014-04-02,"E3025401WEA0000000000OBERHAUSEN01",6582759,2140.73463414634,6583
"144",733307053,67822,"Oberhausen",3075,2014-04-11,"E3025401WEA0000000000OBERHAUSEN02",6582753,2140.73268292683,6583
"145",733304010,67295,"Bolanden",3075,2013-12-27,"E3025401WEA000000000HUNGERBERG001",6644969,2160.96552845528,6645
"146",733304022,67294,"Gauersheim",3075,2014-01-31,"E3025401WEA000000000HUNGERBERG004",6644969,2160.96552845528,6645
"147",733304062,67294,"Rittersheim",3075,2014-01-31,"E3025401WEA000000000HUNGERBERG005",6644969,2160.96552845528,6645
"148",733304022,67294,"Gauersheim",3075,2013-12-27,"E3025401WEA000000000HUNGERBERG006",6644969,2160.96552845528,6645
"149",733304022,67294,"Gauersheim",3075,2013-12-10,"E3025401WEA000000000HUNGERBERG007",6644969,2160.96552845528,6645
"150",733304022,67294,"Gauersheim",3075,2014-02-13,"E3025401WEA000000000HUNGERBERG008",6644969,2160.96552845528,6645
"151",733304022,67294,"Gauersheim",3075,2013-12-29,"E3025401WEA000000000HUNGERBERG009",6644969,2160.96552845528,6645
"152",733304022,67294,"Gauersheim",3075,2013-12-10,"E3025401WEA000000000HUNGERBERG010",6644969,2160.96552845528,6645
"153",733303001,67308,"Albisheim",3300,2015-11-14,"E3025401WEA000000000HUNGERBERG011",7131172,2160.96121212121,7131
"154",733303001,67308,"Albisheim",3075,2013-11-18,"E3025401WEA000000000HUNGERBERG012",6644969,2160.96552845528,6645
"155",733303001,67308,"Albisheim (Pfrimm)",3075,2013-12-03,"E3025401WEA000000000HUNGERBERG013",6644969,2160.96552845528,6645
"156",733511023,66851,"Linden",2400,2013-12-09,"E3025401WEA000000000LINDEN8288102",5508430,2295.17916666667,5508
"157",733511023,66851,"Linden",2400,2013-12-18,"E3025401WEA000000000LINDEN8288201",5508426,2295.1775,5508
"158",733303012,67308,"Bubenheim",2530,2014-07-23,"E3025401WEA00000000BUBENHEIM00009",6558759,2592.39486166008,6559
"159",733303012,67308,"Bubenheim",2530,2014-07-23,"E3025401WEA00000000BUBENHEIM00011",6558755,2592.39328063241,6559
"160",733207029,67271,"Kindenheim",3050,2014-07-28,"E3025401WEA00000000KINDENHEIM0001",7052097,2312.16295081967,7052
"161",733207029,67271,"Kindenheim",3050,2014-09-12,"E3025401WEA00000000KINDENHEIM0002",7052093,2312.16163934426,7052
"162",733608087,67753,"Rothselberg",3050,2014-12-15,"E3025401WEA000000GALGENBERT010001",7093467,2325.7268852459,7093
"163",733608087,67753,"Rothselberg",3050,2014-12-23,"E3025401WEA000000GALGENBERT010002",7093467,2325.7268852459,7093
"164",733608087,67753,"Rothselberg",3050,2014-12-30,"E3025401WEA000000GALGENBERT010003",7093467,2325.7268852459,7093
"165",733608105,67752,"Wolfstein",3050,2015-02-24,"E3025401WEA000000GALGENBERT010004",7093467,2325.7268852459,7093
"166",733608105,67752,"Wolfstein",3050,2015-06-25,"E3025401WEA000000GALGENBERT010005",7093467,2325.7268852459,7093
"167",733608105,67752,"Wolfstein",3050,2015-05-21,"E3025401WEA000000GALGENBERT010006",7093467,2325.7268852459,7093
"168",733608105,67752,"Wolfstein",3050,2015-07-28,"E3025401WEA000000GALGENBERT010007",7093467,2325.7268852459,7093
"169",733608105,67752,"Wolfstein",3050,2015-08-04,"E3025401WEA000000GALGENBERT010008",7093445,2325.71967213115,7093
"170",733707061,76877,"Offenbach",2530,2014-09-03,"E3025401WEA000000UWOFFENBACH37501",5274575,2084.81225296443,5275
"171",733707061,76877,"Offenbach",2530,2014-08-19,"E3025401WEA000000UWOFFENBACH37502",5274575,2084.81225296443,5275
"172",733707061,76877,"Offenbach",2530,2014-09-03,"E3025401WEA000000UWOFFENBACH37503",5274575,2084.81225296443,5275
"173",733707061,76877,"Offenbach",2530,2014-09-02,"E3025401WEA000000UWOFFENBACH37504",5274575,2084.81225296443,5275
"174",733707061,76877,"Offenbach",2530,2014-08-14,"E3025401WEA000000UWOFFENBACH37505",5274575,2084.81225296443,5275
"175",733707061,76877,"Offenbach",2530,2014-08-27,"E3025401WEA000000UWOFFENBACH37506",5274576,2084.81264822134,5275
"176",733302038,67304,"Kerzenheim",3075,2015-06-12,"E3025401WEA0004100033530000013176",7490153,2435.82211382114,7490
"177",733302038,67304,"Kerzenheim",3075,2015-06-17,"E3025401WEA0004100033530000013177",7490153,2435.82211382114,7490
"178",733302038,67304,"Kerzenheim",3300,2015-09-02,"E3025401WEA0004100033550000013217",8724506,2643.7896969697,8725
"179",733302038,67304,"Kerzenheim",3300,2015-09-09,"E3025401WEA0004100033550000013218",8724498,2643.78727272727,8724
"180",733609102,66914,"Waldmohr",2780,2015-09-17,"E3025401WEA0004100033620000013424",5731886,2061.82949640288,5732
"181",733609102,66914,"Waldmohr",2780,2015-09-15,"E3025401WEA0004100033620000013425",5731895,2061.83273381295,5732
"182",733303012,67308,"Bubenheim",2780,2015-12-19,"E3025401WEA0004100033660000013421",7475858,2689.15755395683,7476
"183",733303012,67308,"Bubenheim",2780,2015-12-22,"E3025401WEA0004100033660000013422",7475853,2689.15575539568,7476
"184",733304076,67294,"Stetten",3075,2015-11-25,"E3025401WEA0004100033710000013499",6911745,2247.72195121951,6912
"185",733610055,66869,"Kusel",2000,2015-12-25,"E3025401WEA0004100033770000013556",3615836,1807.918,3616
"186",733509019,66879,"Kollweiler",3050,2014-07-24,"E3025401WEA0005000000KOLLWEILER01",5764439,1889.98,5764
"187",733509019,66879,"Kollweiler",3050,2014-07-24,"E3025401WEA0005000000KOLLWEILER02",5764433,1889.97803278689,5764
"188",733608069,67759,"Nußbach",3050,2012-05-15,"E3025401WEA0005000060110000004636",6913670,2266.77704918033,6914
"189",733608069,67759,"Nußbach",3050,2012-04-24,"E3025401WEA0005000060110000004637",6913671,2266.77737704918,6914
"190",733307079,67822,"Waldgrehweiler",3400,2012-03-22,"E3025401WEA0005000060630000004685",6960343,2047.15970588235,6960
"191",733307079,67822,"Waldgrehweiler",3400,2012-03-22,"E3025401WEA0005000060630000004686",6960344,2047.16,6960
"192",713301045,55585,"Hochstätten",2000,2012-01-12,"E3025401WEA0005000068450000005343",3449077,1724.5385,3449
"193",713301045,55585,"Hochstätten",2000,2011-12-29,"E3025401WEA0005000068450000005344",3449077,1724.5385,3449
"194",713301045,55585,"Hochstätten",2000,2012-01-18,"E3025401WEA0005000068450000005345",3449076,1724.538,3449
"195",733304076,67294,"Stetten",3170,2013-02-14,"E3025401WEA0005000077080000006148",7622384,2404.53753943218,7622
"196",733304076,67294,"Stetten",3170,2013-02-07,"E3025401WEA0005000077080000006149",7622384,2404.53753943218,7622
"197",733304076,67294,"Stetten",3170,2012-12-29,"E3025401WEA0005000077080000006150",7622384,2404.53753943218,7622
"198",733101024,55234,"Flomborn",3075,2012-12-21,"E3025401WEA0005000085560000006845",6635451,2157.87024390244,6635
"199",733101024,55234,"Flomborn",3075,2012-12-28,"E3025401WEA0005000085570000006846",6635451,2157.87024390244,6635
"200",733101024,55234,"Flomborn",3075,2013-01-25,"E3025401WEA0005000085580000006847",6635451,2157.87024390244,6635
"201",733101024,55234,"Flomborn",3075,2013-02-07,"E3025401WEA0005000085590000006848",6635451,2157.87024390244,6635
"202",733101024,55234,"Flomborn",3075,2013-02-21,"E3025401WEA0005000087220000006951",6635448,2157.86926829268,6635
"203",734008221,66484,"Riedelberg",2300,2013-07-19,"E3025401WEA0005000093180000007504",4033256,1753.58956521739,4033
"204",734008221,66484,"Riedelberg",2300,2013-07-29,"E3025401WEA0005000093220000007507",4033256,1753.58956521739,4033
"205",734008221,66484,"Riedelberg",2300,2013-08-02,"E3025401WEA0005000093240000007509",4033256,1753.58956521739,4033
"206",734008221,66484,"Riedelberg",2300,2013-08-16,"E3025401WEA0005000093260000007510",4033247,1753.58565217391,4033
"207",733608019,67753,"Einöllen",6,2014-01-16,"E3025401WEA0005000101100000012086",923,153.833333333333,1
"208",713301032,55546,"Fürfeld",2300,2013-12-27,"E3025401WEA0005000102220000011949",4237033,1842.18826086957,4237
"209",713301032,55546,"Fürfeld",3050,2013-12-23,"E3025401WEA0005000102220000011950",6102764,2000.9062295082,6103
"210",713301032,55546,"Fürfeld",3050,2013-12-18,"E3025401WEA0005000102220000011951",5928646,1943.81836065574,5929
"211",713301032,55546,"Fürfeld",3050,2014-07-14,"E3025401WEA000500010222FUERFELD04",5928646,1943.81836065574,5929
"212",733307003,67821,"Alsenz",3075,2014-08-01,"E3025401WEA00UWALSENZ370000000001",7129870,2318.65691056911,7130
"213",733307003,67821,"Alsenz",3075,2014-07-28,"E3025401WEA00UWALSENZ370000000002",7129870,2318.65691056911,7130
"214",733307003,67821,"Alsenz",3075,2014-08-12,"E3025401WEA00UWALSENZ370000000003",7129870,2318.65691056911,7130
"215",733307003,67821,"Alsenz",3075,2014-08-19,"E3025401WEA00UWALSENZ370000000004",7129870,2318.65691056911,7130
"216",733307003,67821,"Alsenz",3075,2014-08-25,"E3025401WEA00UWALSENZ370000000005",7129870,2318.65691056911,7130
"217",733307003,67821,"Alsenz",3075,2014-08-13,"E3025401WEA00UWALSENZ370000000006",7129870,2318.65691056911,7130
"218",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000007",7129870,2318.65691056911,7130
"219",733307003,67821,"Alsenz",3075,2014-08-22,"E3025401WEA00UWALSENZ370000000008",7129870,2318.65691056911,7130
"220",733307003,67821,"Alsenz",3075,2014-09-17,"E3025401WEA00UWALSENZ370000000009",7129870,2318.65691056911,7130
"221",733307003,67821,"Alsenz",3075,2014-09-04,"E3025401WEA00UWALSENZ370000000010",7129870,2318.65691056911,7130
"222",733307003,67821,"Alsenz",3075,2014-09-19,"E3025401WEA00UWALSENZ370000000011",7129868,2318.6562601626,7130
"223",733303026,67307,"Göllheim",3075,2014-07-18,"E3025401WEA0ENERGIEPARKGOLLHEIM01",7169150,2331.43089430894,7169
"224",713301032,55546,"Fürfeld",3050,2014-12-03,"E3025401WEA0FUERFELD000WEA0501617",5928646,1943.81836065574,5929
"225",713301032,55546,"Fürfeld",3050,2014-12-10,"E3025401WEA0FUERFELD000WEA0601530",5928646,1943.81836065574,5929
"226",713301032,55546,"Fürfeld",3050,2014-11-17,"E3025401WEA0FUERFELD000WEA0700155",5928640,1943.81639344262,5929
"227",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA1003501534",8126508,2462.57818181818,8127
"228",734009219,66919,"Obernheim-Kirchenarnbach",3300,2014-11-07,"E3025401WEA0UWLINDENWEA2003501550",8126503,2462.57666666667,8127
"229",733303006,67308,"Biedesheim",2530,2015-02-06,"E3025401WEA100BUBENHEIM0003530582",7470742,2952.86245059289,7471
"230",733306009,67725,"Börrstadt",3050,2014-12-30,"E3025401WEA1SIPPERSFELD0337001329",6703427,2197.84491803279,6703
"231",733306071,67729,"Sippersfeld",3050,2014-12-17,"E3025401WEA2SIPPERSFELD0337001494",6703427,2197.84491803279,6703
"232",733303006,67308,"Biedesheim",2530,2015-02-20,"E3025401WEA300BUBENHEIM0003530502",7470736,2952.86007905138,7471
"233",733306071,67729,"Sippersfeld",3050,2014-12-23,"E3025401WEA3SIPPERSFELD0337001495",6703427,2197.84491803279,6703
"234",731200000,67657,"Kaiserslautern",3075,2014-11-05,"E30613019020000000000000589300001",6659280,2165.61951219512,6659
"235",731200000,67657,"Kaiserslautern",3075,2014-11-05,"E30613019020000000000000589300002",6659280,2165.61951219512,6659
"236",731200000,67657,"Kaiserslautern",3075,2014-11-10,"E30613019020000000000000589300003",6659280,2165.61951219512,6659
